File:,Videos/Tungsten2.mp4,t0:,9
Height:,1080.0,Width:,1920
Frames:,3849.0,FPS:,1.0
X,Y
979.9755799755799,540.6788766788766
980.146174863388,543.0969945355191
980.3115384615385,544.3423076923077
980.3208020050124,544.7318295739348
979.9344490934449,543.5774058577406
979.8131101813109,543.5285913528592
980.102766798419,539.5072463768115
979.3994811932555,536.5239948119325
979.7927170868347,535.5070028011204
979.2913486005089,535.3422391857506
979.7986111111111,535.55
979.2396251673359,536.954484605087
978.8515625,539.0052083333333
978.6891252955082,540.4621749408983
978.6950067476383,541.2078272604588
978.5377942998759,541.90458488228
978.6533333333333,541.2626666666666
978.4746376811594,540.4190821256038
978.3281452658883,539.2542153047989
978.2389937106917,538.2389937106917
978.3136427566807,536.9535864978903
977.6487455197133,536.4707287933094
976.8227215980024,536.5630461922595
976.6746987951807,537.3828647925033
976.1851851851851,538.8333333333334
976.2153635116597,539.7229080932784
974.9863184079601,540.6305970149253
974.7777777777777,540.7462121212121
974.8030303030303,541.263085399449
974.4414414414414,540.4607464607463
974.272604588394,539.6464237516868
972.9421487603306,539.2768595041322
972.3962962962963,538.1506172839506
972.3130081300814,537.5582655826557
971.3544494720965,537.3544494720965
970.5843793584379,537.4741980474198
970.4137483787289,538.3981841763942
969.8031400966182,538.776570048309
969.240522875817,539.5084967320261
968.391129032258,540.396505376344
968.2862745098039,540.2169934640522
967.7217741935484,539.7836021505376
966.6493333333333,539.3706666666666
965.8575063613231,539.5267175572519
964.6679292929292,538.8080808080807
964.3070175438596,538.2105263157895
962.752,537.3706666666666
962.4015151515151,538.1590909090909
962.1190476190476,538.4235588972431
960.8007518796992,538.6428571428571
960.3522012578616,539.3786163522012
959.6705426356589,539.5348837209302
958.3809523809523,539.8893178893178
957.6806136680614,539.6513249651324
956.7374149659863,539.4108843537415
955.7359307359308,539.5036075036074
954.4932844932845,539.7704517704517
953.2344173441734,539.0853658536586
952.3410553410553,538.3256113256112
951.4659367396594,538.5912408759124
950.5078125,538.421875
949.8535714285714,538.5547619047618
948.6742424242424,539.0694444444443
947.5,539.21783625731
946.286111111111,539.0486111111111
945.0088719898605,539.0861850443599
943.9156939040207,539.1297016861218
942.7738095238095,539.4206349206349
941.4315151515151,539.5248484848485
940.4198473282443,539.4312977099237
939.3182441700959,539.2976680384088
938.4643320363164,539.2347600518806
936.6790582403964,538.7050805452292
936.0771144278607,538.5820895522388
934.7558859975217,538.541511771995
932.7626076260763,538.4993849938498
932.0468948035488,538.5234474017743
930.3624708624707,538.7202797202797
928.9124087591241,538.7846715328467
927.5932611311672,539.352587244284
926.487282463186,539.3346720214189
925.0487483530961,539.3056653491435
924.2355212355212,539.3063063063063
922.4062126642771,538.9235364396654
921.0048484848484,538.769696969697
919.2470588235294,538.4169934640522
918.2613908872901,538.5935251798561
916.5182389937106,538.4050314465408
914.8521126760563,538.2077464788732
913.4222222222221,538.411111111111
912.1161048689139,538.7016229712858
910.747909199522,538.5675029868578
909.0661853188928,538.7545126353791
907.9647696476964,539.4227642276422
906.6626506024096,539.2704149933065
904.7554644808743,539.2814207650273
