File:,Videos/Steel1.mp4,t0:,14
Height:,1080.0,Width:,1920
Frames:,3648.0,FPS:,1.0
X,Y
817.0414078674947,711.8302277432712
817.5189873417721,712.2341772151899
815.5759637188208,708.5873015873016
816.3333333333333,707.653421633554
816.4008179959098,707.1942740286298
815.8845315904139,705.0610021786492
816.3698924731183,704.4731182795699
815.8454106280193,704.5869565217391
815.8783454987835,704.4622871046229
814.9166666666666,704.7121212121212
814.6906318082788,704.0435729847494
814.8098958333333,704.6484375
814.5147392290248,704.8707482993198
814.5,704.84009009009
814.5568400770712,705.5741811175337
814.6193181818181,705.6534090909091
814.3513513513514,706.3018018018017
813.9204301075268,706.3827956989247
813.610101010101,706.4282828282828
813.9038461538462,706.4102564102565
812.9938271604939,706.2386831275719
812.5,705.5
812.4375,704.9467592592592
812.5673289183222,704.5673289183222
812.3636363636364,704.6363636363636
812.0297239915074,704.8386411889596
811.6003898635477,704.8927875243664
811.9107142857143,704.6666666666666
810.4551282051282,706.4487179487179
811.24171539961,706.2222222222222
810.4842342342341,706.3018018018017
810.4348785871964,706.2317880794702
810.3607594936709,706.0632911392405
809.6262626262626,705.473063973064
808.9638095238095,704.8876190476191
808.655238095238,705.2685714285715
808.5258799171842,704.5258799171842
808.0400843881856,704.8438818565401
807.9962962962962,705.0333333333333
807.402697495183,704.9537572254335
806.9728260869565,705.6576086956521
806.5300207039337,705.9399585921325
806.3394308943089,706.0487804878048
805.9981378026071,706.143389199255
804.9830148619957,706.1740976645435
805.0448343079921,706.0799220272904
804.5316455696203,705.867088607595
804.793172690763,704.6706827309237
804.0457875457874,705.3076923076923
803.3965517241379,704.8065134099617
803.3182674199622,704.6421845574388
802.4348785871964,704.7682119205298
802.3001949317737,705.2553606237816
800.5990675990676,704.8181818181819
800.4942528735631,705.6735632183908
801.2228360957641,706.4327808471454
799.9146341463414,706.420731707317
799.8125,706.5
798.8416666666666,706.2604166666666
798.5,705.8125
798.5,705.5
797.5134575569358,705.1138716356107
796.3857142857142,706.1119047619047
796.590785907859,705.4254742547425
795.5064102564103,705.1239316239316
795.3032128514055,705.1827309236947
794.4946921443736,705.8895966029723
794.8637992831541,705.5322580645161
794.4066666666666,706.2577777777777
793.2878787878788,706.3446969696969
792.2163742690059,706.4288499025341
792.1020833333333,706.2416666666666
791.8380414312617,705.879472693032
791.310476190476,705.5980952380952
790.487758945386,705.2674199623352
790.3885601577908,705.3175542406311
788.6914414414414,704.6418918918919
788.5297619047619,705.297619047619
788.3812636165577,705.7821350762526
788.5,706.3008658008657
787.9204301075268,706.3827956989247
786.4625850340136,706.328798185941
786.2569444444445,706.3935185185185
785.3161904761904,706.367619047619
784.5377777777777,706.2577777777777
784.1387387387387,705.6198198198198
783.0231729055257,705.3493761140819
782.9302325581396,705.0387596899225
782.4675615212527,704.8255033557047
781.9337474120083,704.5859213250517
780.6645569620254,704.993670886076
780.4323232323233,705.4222222222222
780.006329113924,706.2763713080168
779.4011627906976,706.2480620155038
778.3708609271523,706.4194260485651
778.083844580777,706.2597137014315
777.1206543967279,706.40081799591
776.5377777777777,706.2577777777777
776.1698513800424,706.1210191082803
775.7570281124497,705.7550200803213
774.8058608058608,705.434065934066
774.4381551362683,705.1174004192872
773.5065913370997,704.79472693032
772.5,705.8454106280193
772.4753451676528,705.5187376725838
771.3131313131313,705.7491582491582
770.5,706.5
769.943469785575,706.1812865497076
769.4548802946592,706.1970534069981
768.8729166666666,706.1791666666666
768.083844580777,706.2597137014315
767.7446393762182,705.6803118908382
767.2154882154882,705.537037037037
766.6963906581741,704.9426751592357
765.3792415169661,704.7165668662674
764.4622222222222,704.7422222222222
764.2926829268292,705.3719512195122
763.4239130434783,705.9510869565217
762.3376068376068,705.8461538461538
762.0233545647558,706.307855626327
761.8714596949891,706.3398692810457
761.1981481481481,706.4259259259259
760.5215889464594,706.1174438687392
759.5643564356436,705.3366336633663
758.328798185941,706.328798185941
757.3892100192678,706.2736030828517
756.5855263157895,706.2609649122807
756.4946921443736,705.1104033970275
755.4277108433735,705.2128514056225
754.6152125279641,705.4407158836689
754.420731707317,705.9146341463414
753.9034090909091,706.1022727272727
753.1561904761903,706.3085714285714
752.5,706.5
751.3638095238094,706.3561904761905
750.6210317460317,706.1130952380952
749.7336860670193,706.0511463844797
749.4022988505748,706.419540229885
748.55,705.897619047619
748.3481953290869,705.8365180467091
746.6951219512196,705.441056910569
