File:,Videos/Lead1.mp4,t0:,7
Height:,1080.0,Width:,1920
Frames:,3854.0,FPS:,1.0
X,Y
786.2502662406815,513.3141640042597
786.4725609756098,512.9075203252032
787.2062062062062,511.9329329329329
787.1476050830889,511.47702834799605
787.6055396370582,511.341929321872
787.821875,510.6854166666666
788.5199568500539,510.3937432578209
788.3397435897435,509.6314102564103
788.442328042328,509.52169312169303
788.5178571428571,509.4375
788.82874617737,509.5606523955147
789.178125,510.234375
789.2344900105152,510.2818086225026
789.3140830800405,510.8753799392097
789.4230019493176,510.7719298245614
789.9022633744855,510.6358024691358
789.9082278481013,510.6592827004219
789.3755144032922,510.2736625514403
790.0952380952381,509.9667774086379
789.9575757575758,509.5717171717171
790.4016064257028,509.4096385542169
790.453125,509.4875
790.8163054695563,509.6449948400412
791.7707707707707,509.62262262262254
792.3936291240045,510.1615472127417
792.4276315789474,510.2894736842105
792.9911406423033,510.21373200442963
793.1706349206348,510.74305555555554
793.2184959349593,510.5233739837398
793.2344900105152,510.2818086225026
793.4852941176471,509.8941176470588
793.7447447447447,509.2902902902903
794.2365269461078,509.1706586826347
795.0605095541401,508.8800424628449
795.7011866235167,508.866235167206
796.2796052631579,509.33223684210526
797.205426356589,509.73837209302326
797.2080808080807,509.5646464646464
797.4871794871794,509.97008547008545
797.8827160493827,510.39814814814815
798.7113095238095,510.2083333333333
799.3226152197212,510.20364415862804
799.391256830601,510.1092896174863
799.7801418439715,509.72340425531917
800.0188492063492,509.2549603174603
801.5950920245399,509.13803680981596
802.3762057877814,508.8638799571275
803.301724137931,509.1369731800766
803.4595375722544,509.29479768786126
804.3231707317074,509.4237804878049
804.414766558089,509.8273615635179
804.998980632008,510.24260958205906
805.360165118679,510.2208462332301
805.9095528455284,510.05081300813004
806.0935856992639,510.1167192429022
807.4697469746974,510.21232123212314
808.5545267489712,509.64403292181066
809.4558670820353,508.90342679127724
809.7389060887513,508.75335397316815
811.5576519916142,508.4266247379455
811.954457364341,508.9583333333333
812.051282051282,509.0059171597633
812.9495268138801,508.6288117770767
813.5861365953108,509.0805300713557
814.0545454545454,509.44848484848484
815.1868239921337,509.8131760078662
815.7059360730592,509.9442922374429
817.0960264900663,509.86534216335536
817.8435814455231,509.7831715210356
818.2340182648401,509.32077625570776
819.0518292682926,509.0
819.8938869665512,508.4405997693194
820.1937069813175,509.0304818092428
820.9503546099289,508.49949341438696
821.6572327044025,508.73375262054503
821.8093781855249,509.2303771661569
822.634703196347,509.72945205479454
824.5707220573689,510.0593471810089
825.5253505933117,510.0043149946062
826.0444444444445,510.015873015873
827.4130434782609,509.7298136645963
828.3040173724212,509.3952225841476
829.1620227038184,509.1898864809081
829.53431372549,509.2401960784313
829.7375249500998,508.4850299401198
831.2164502164502,508.37987012987014
831.640730067243,509.02401536983666
832.8327974276527,508.69346195069664
833.5175438596491,508.69517543859644
833.8354564755838,509.5021231422505
835.814317673378,509.9988814317673
836.405376344086,509.9139784946236
837.386587771203,509.75838264299796
838.7291666666666,509.98245614035085
839.4912280701753,509.5087719298245
839.8045977011493,509.2737722048066
841.2475570032574,508.7904451682953
841.6264189886481,508.7997936016511
843.3681917211329,508.4313725490196
844.2590011614401,508.58768873403017
845.5494393476043,508.54943934760445
846.1443736730361,509.28343949044586
847.6011904761905,509.4613095238095
848.4705882352941,509.58496732026146
849.2765737874097,510.1991744066047
850.4591194968554,510.0272536687631
851.3964248159831,509.6361724500525
852.3112659698024,509.4297328687572
853.3978835978835,508.4708994708994
854.3207331042382,508.6620847651775
855.5046728971963,508.7383177570093
857.0557341907823,508.3933547695605
858.1075268817204,508.5185185185185
858.5142207053469,508.5210466439135
859.8673587081892,508.7566320645905
860.5861713106294,509.11764705882354
861.7662337662338,509.76082251082244
862.4711538461538,509.5833333333333
863.4514514514514,509.7247247247247
