8.051504120276795220e+02,3.227637608918611818e+02
8.053546783954401462e+02,3.259223427311096657e+02
8.055526809381191242e+02,3.275489894681181795e+02
8.055637728905352333e+02,3.280577887964541901e+02
8.051011628619837666e+02,3.265498632109612345e+02
8.049558744587490082e+02,3.264861009720005427e+02
8.053027025837575366e+02,3.212333598056402479e+02
8.044606046879125643e+02,3.173365918342810801e+02
8.049314562397181589e+02,3.160081816051485362e+02
8.043311292256598790e+02,3.157929648977219586e+02
8.049385136078836922e+02,3.160643451916943718e+02
8.042691967846700436e+02,3.178989040635648848e+02
8.038045395341586072e+02,3.205775901778753223e+02
8.036100409874726438e+02,3.224807018291147074e+02
8.036170833020413511e+02,3.234546840808430375e+02
8.034288407580602325e+02,3.243647993444961344e+02
8.035671845208900095e+02,3.235263161363474751e+02
8.033532184854877869e+02,3.224244133469725853e+02
8.031778118601406504e+02,3.209028468214905274e+02
8.030710638526580851e+02,3.195767491372312179e+02
8.031604468914869130e+02,3.178977309424643636e+02
8.023643143386627798e+02,3.172670149612556543e+02
8.013752524251481191e+02,3.173876013334085542e+02
8.011980133491907736e+02,3.184584606941691050e+02
8.006118810894967055e+02,3.203530844731061507e+02
8.006480159187009349e+02,3.215150603766783206e+02
7.991763857756620837e+02,3.227006972701512382e+02
7.989266840547887796e+02,3.228517154573157200e+02
7.989569208436889767e+02,3.235268630913927836e+02
7.985239627150576780e+02,3.224788359268993645e+02
7.983218013774041992e+02,3.214151553816945466e+02
7.967287443816387622e+02,3.209324250145393194e+02
7.960751532829012831e+02,3.194613105221300771e+02
7.959754259615918954e+02,3.186875718389561598e+02
7.948276700243075084e+02,3.184213441761520471e+02
7.939056059046897644e+02,3.185777615626136594e+02
7.937012963213228431e+02,3.197846861129117997e+02
7.929701681057362066e+02,3.202789394182150318e+02
7.922965032755101902e+02,3.212349930383887795e+02
7.912794587588116428e+02,3.223949232582220930e+02
7.911539083820084670e+02,3.221604421039904764e+02
7.904779887768972912e+02,3.215943398652617589e+02
7.891938729281229143e+02,3.210549573382466519e+02
7.882457576501939229e+02,3.212587933537855065e+02
7.868213856185681152e+02,3.203200992455916207e+02
7.863892382487856594e+02,3.195395645987266562e+02
7.845272962552739955e+02,3.184425273191126280e+02
7.841076338147695424e+02,3.194723788984737212e+02
7.837694137332136961e+02,3.198178309541481212e+02
7.821909169460534486e+02,3.201042816141409162e+02
7.816538328196953671e+02,3.210653413368133329e+02
7.808376305723764972e+02,3.212694601193526864e+02
7.792935050677202753e+02,3.217324273500039453e+02
7.784549357124337803e+02,3.214215574202622179e+02
7.773255714306262689e+02,3.211074902847539647e+02
7.761264174074814264e+02,3.212286066548431904e+02
7.746385015756638950e+02,3.215771626414120874e+02
7.731311632061144792e+02,3.206822931340539071e+02
7.720614722334423732e+02,3.196898903659320013e+02
7.710136254874835231e+02,3.200368596715198350e+02
7.698663897126411939e+02,3.198156314222946435e+02
7.690830166056410917e+02,3.199892102918694263e+02
7.676709153685860656e+02,3.206614963503648141e+02
7.662649046847238878e+02,3.208553279636267348e+02
7.648114222422881312e+02,3.206342835376656240e+02
7.632820856987854086e+02,3.206833631732437198e+02
7.619731395763129740e+02,3.207402052638790906e+02
7.606058736649758885e+02,3.211202266215819350e+02
7.589986414705235802e+02,3.212563519433581405e+02
7.577872938487101919e+02,3.211341545169947835e+02
7.564682597397762720e+02,3.209596054343385276e+02
