7.567488877106038672e+02,3.206270916955764392e+02
7.579100715039794522e+02,3.189563435878552013e+02
7.577990230043010342e+02,3.162368951566423902e+02
7.570980760450961498e+02,3.165721569206116328e+02
7.577363480636083750e+02,3.164839737269959983e+02
7.577343745507401991e+02,3.163918396290596888e+02
7.576337141653713161e+02,3.158297133663751310e+02
7.583538975767935426e+02,3.166557682042264901e+02
7.589280464977389329e+02,3.154606207991197948e+02
7.586772868064319937e+02,3.160693105857070577e+02
7.584785213278861420e+02,3.164676377756251213e+02
7.586599808774653866e+02,3.171104218323413875e+02
7.578349703688321597e+02,3.175185600946190334e+02
7.576375923277161064e+02,3.173996657524512557e+02
7.575417703624426622e+02,3.172056981030029874e+02
7.570351237606416817e+02,3.172137204663251282e+02
7.572312839349841624e+02,3.170133286057470059e+02
7.569248761469668807e+02,3.158207280494386850e+02
7.574185011244790076e+02,3.158852001035623971e+02
7.579617951578987913e+02,3.160401869193985931e+02
7.573721702712360866e+02,3.160031927400978589e+02
7.572356432299893640e+02,3.157706895162119167e+02
7.574526783453682128e+02,3.163114873810014842e+02
7.568103100783786203e+02,3.173096428416564549e+02
7.558768473938508805e+02,3.171467917094474842e+02
7.554376931904976118e+02,3.169116266358337271e+02
7.551441912616895706e+02,3.173860913374272172e+02
7.554180061579215817e+02,3.167953080711490657e+02
7.554330124196287670e+02,3.164514983663734142e+02
7.553584445286995788e+02,3.157377099752162621e+02
7.549996854978913916e+02,3.151398125583011733e+02
7.553232926278906234e+02,3.152690932713252323e+02
7.546424380922126147e+02,3.159048824341540467e+02
7.536634374360576203e+02,3.154146382846024039e+02
7.534711671722863002e+02,3.159977257965314834e+02
7.531528223414721879e+02,3.172202166967261974e+02
7.521554220370069288e+02,3.166860514411071676e+02
7.519226182561482119e+02,3.174680657951867033e+02
7.517697140375818208e+02,3.167407358593361550e+02
7.511540274642314898e+02,3.164622259147319028e+02
7.510638121593004826e+02,3.165583555902625790e+02
7.510329106888046908e+02,3.162179909679495040e+02
7.508242576360341900e+02,3.154575893590467217e+02
7.501242547087593948e+02,3.150775731082746347e+02
7.491839753685926553e+02,3.153457714489067030e+02
7.486795241442102906e+02,3.156323564984897985e+02
7.472235277068759842e+02,3.163613403367569390e+02
7.466154797614840390e+02,3.156637244485716565e+02
7.457674494598505817e+02,3.166722802735771438e+02
7.455934205634594036e+02,3.170689767342228151e+02
7.450140374272054942e+02,3.170334905483477996e+02
7.453331364944127699e+02,3.166907902394621033e+02
7.445208229667696287e+02,3.161826044223893177e+02
7.441234583867325227e+02,3.157778956624609350e+02
7.434770221028686592e+02,3.155058255966897036e+02
7.425811965434969579e+02,3.152613426867798125e+02
7.411595718605252614e+02,3.150438107630234867e+02
7.407176213114464645e+02,3.156443874538942964e+02
7.400080988592654876e+02,3.154144839438679924e+02
7.388960943537464345e+02,3.153614417749519703e+02
7.379127802860338079e+02,3.158841336208954544e+02
7.377984552568477739e+02,3.166821494837520277e+02
7.373455319709364630e+02,3.170526413158637524e+02
7.369486837588758590e+02,3.172308005357609773e+02
7.365942386162104185e+02,3.166503647253384770e+02
7.352517962544964121e+02,3.163807929470808631e+02
7.345723796914028298e+02,3.153808366166779820e+02
7.334767746675047420e+02,3.153629201075978017e+02
7.322120833268027127e+02,3.148723824569530052e+02
7.311506269373757050e+02,3.149069607878862485e+02
7.306340447446104918e+02,3.152939657107631319e+02
7.303092556267272357e+02,3.154029336445434524e+02
7.295316669390383595e+02,3.164327325843999006e+02
7.284234440265393005e+02,3.164087071621983682e+02
7.279684011887649149e+02,3.167277579749379015e+02
7.275714428961128988e+02,3.165267555893667009e+02
7.263265573118109160e+02,3.170109931937559509e+02
7.253726123552207810e+02,3.161889502435910231e+02
7.238720097150863921e+02,3.162563099071467718e+02
7.230253132777302199e+02,3.159289798742703397e+02
7.222326692699039086e+02,3.149816880591658332e+02
7.213320649219569987e+02,3.153570270977382393e+02
7.201354712999985850e+02,3.150388045653273821e+02
7.196696706821169300e+02,3.155208007227921598e+02
7.188186524580188461e+02,3.155267980746110084e+02
7.182132190290341214e+02,3.160741144804255214e+02
7.176925483274151247e+02,3.165103671229537099e+02
7.166516230361276030e+02,3.164311740112058260e+02
7.153083422214457414e+02,3.173631418418623866e+02
7.136784799391342631e+02,3.166133431371523557e+02
7.124328364689387172e+02,3.163568869489251938e+02
7.117421280948508411e+02,3.161014103637284052e+02
7.107934247477039662e+02,3.150636537424539370e+02
7.098865496373840642e+02,3.149996010675334333e+02
7.093072705013306631e+02,3.148896616696958972e+02
7.083014373578165532e+02,3.148582285701718320e+02
7.081806450324702382e+02,3.151070731835783363e+02
7.069950029422219586e+02,3.154697383519694540e+02
7.062450652974382592e+02,3.158762699227823418e+02
7.046066385453914336e+02,3.162190216245492707e+02
7.031918126926823334e+02,3.164708842277137251e+02
7.023998218324735490e+02,3.163896550865513291e+02
7.004546329326689147e+02,3.159824845506286692e+02
6.995147668544078670e+02,3.157048412164680826e+02
